"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"355","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","36","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"356","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","42","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"357","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","51","Parameter 'countryName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"358","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","5","53","Found 'DU'-anomaly for variable 'stateList' (lines '53'-'78').","Controversial Rules","DataflowAnomalyAnalysis"
"359","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","53","Local variable 'stateList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"360","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","62","Local variable 'countryId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"361","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","63","Local variable 'state' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"362","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","64","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"363","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","4","69","A throw statement in a finally block makes the control flow hard to understand.","Strict Exception Rules","DoNotThrowExceptionInFinally"
"364","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","2","76","System.out.print is used","Java Logging Rules","SystemPrintln"
"365","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","81","Avoid excessively long variable names like identificationDocumentList","Naming Rules","LongVariable"
"366","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","87","Avoid excessively long variable names like identificationDocumentName","Naming Rules","LongVariable"
"367","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","93","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"368","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","99","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"369","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","106","Avoid excessively long variable names like identificationDocumentName","Naming Rules","LongVariable"
"370","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","106","Parameter 'identificationDocumentName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"371","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","2","109","Avoid instantiating String objects; this is usually unnecessary.","String and StringBuffer Rules","StringInstantiation"
"372","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","5","109","Found 'DD'-anomaly for variable 'prefixFormat' (lines '109'-'119').","Controversial Rules","DataflowAnomalyAnalysis"
"373","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","5","109","Found 'DU'-anomaly for variable 'prefixFormat' (lines '109'-'134').","Controversial Rules","DataflowAnomalyAnalysis"
"374","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","5","119","Found 'DD'-anomaly for variable 'prefixFormat' (lines '119'-'119').","Controversial Rules","DataflowAnomalyAnalysis"
"375","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","5","119","Found 'DU'-anomaly for variable 'prefixFormat' (lines '119'-'134').","Controversial Rules","DataflowAnomalyAnalysis"
"376","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","4","125","A throw statement in a finally block makes the control flow hard to understand.","Strict Exception Rules","DoNotThrowExceptionInFinally"
"377","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","2","132","System.out.print is used","Java Logging Rules","SystemPrintln"
"378","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","164","Avoid excessively long variable names like customerRegistrationTo","Naming Rules","LongVariable"
"379","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","164","Parameter 'customerRegistrationTo' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"380","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","5","166","Found 'DU'-anomaly for variable 'result' (lines '166'-'218').","Controversial Rules","DataflowAnomalyAnalysis"
"381","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","3","174","Avoid excessively long variable names like identificationDocument","Naming Rules","LongVariable"
"382","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","2","199","System.out.print is used","Java Logging Rules","SystemPrintln"
"383","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","2","201","System.out.print is used","Java Logging Rules","SystemPrintln"
"384","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","2","205","System.out.print is used","Java Logging Rules","SystemPrintln"
"385","com.bps.dao","src/com/bps/dao/CustomerRegistrationDAO.java","4","208","A throw statement in a finally block makes the control flow hard to understand.","Strict Exception Rules","DoNotThrowExceptionInFinally"
"386","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"387","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","15","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"388","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"389","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","16","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"390","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"391","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","18","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"392","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"393","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","19","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"394","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","21","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"395","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","32","Parameter 'cId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"396","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","33","A method/constructor shouldn't explicitly throw java.lang.Exception","Strict Exception Rules","SignatureDeclareThrowsException"
"397","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","33","A method/constructor shouldn't explicitly throw java.lang.Exception","Strict Exception Rules","SignatureDeclareThrowsException"
"398","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","5","35","Found 'DD'-anomaly for variable 'flag' (lines '35'-'59').","Controversial Rules","DataflowAnomalyAnalysis"
"399","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","5","35","Found 'DU'-anomaly for variable 'flag' (lines '35'-'74').","Controversial Rules","DataflowAnomalyAnalysis"
"400","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","5","39","Found 'DD'-anomaly for variable 'count' (lines '39'-'55').","Controversial Rules","DataflowAnomalyAnalysis"
"401","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","44","Avoid variables with short names like q1","Naming Rules","ShortVariable"
"402","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","44","Local variable 'q1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"403","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","47","Local variable 'pst1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"404","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","5","55","Found 'DD'-anomaly for variable 'count' (lines '55'-'55').","Controversial Rules","DataflowAnomalyAnalysis"
"405","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","5","59","Found 'DU'-anomaly for variable 'flag' (lines '59'-'74').","Controversial Rules","DataflowAnomalyAnalysis"
"406","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","76","A method/constructor shouldn't explicitly throw java.lang.Exception","Strict Exception Rules","SignatureDeclareThrowsException"
"407","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","76","A method/constructor shouldn't explicitly throw java.lang.Exception","Strict Exception Rules","SignatureDeclareThrowsException"
"408","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","76","Parameter 'cId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"409","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","79","Avoid variables with short names like to","Naming Rules","ShortVariable"
"410","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","79","Local variable 'to' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"411","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","84","Avoid variables with short names like q2","Naming Rules","ShortVariable"
"412","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","84","Local variable 'q2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"413","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","86","Local variable 'pst2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"414","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","128","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"415","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","209","A method/constructor shouldn't explicitly throw java.lang.Exception","Strict Exception Rules","SignatureDeclareThrowsException"
"416","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","209","A method/constructor shouldn't explicitly throw java.lang.Exception","Strict Exception Rules","SignatureDeclareThrowsException"
"417","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","209","Avoid variables with short names like to","Naming Rules","ShortVariable"
"418","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","3","209","Parameter 'to' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"419","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","5","212","Found 'DD'-anomaly for variable 'flag' (lines '212'-'247').","Controversial Rules","DataflowAnomalyAnalysis"
"420","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","5","212","Found 'DU'-anomaly for variable 'flag' (lines '212'-'257').","Controversial Rules","DataflowAnomalyAnalysis"
"421","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","2","216","System.out.print is used","Java Logging Rules","SystemPrintln"
"422","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","2","230","System.out.print is used","Java Logging Rules","SystemPrintln"
"423","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","2","238","System.out.print is used","Java Logging Rules","SystemPrintln"
"424","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","5","247","Found 'DU'-anomaly for variable 'flag' (lines '247'-'257').","Controversial Rules","DataflowAnomalyAnalysis"
"425","com.bps.dao","src/com/bps/dao/CustomerUpdateDAO.java","2","255","System.out.print is used","Java Logging Rules","SystemPrintln"
"426","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"427","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"428","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"429","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"430","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","25","Local variable 'countryList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"431","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","31","Local variable 'countryName' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"432","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","36","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"433","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","42","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"434","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","49","Local variable 'regNoList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"435","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","55","Local variable 'companyRegNo' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"436","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","60","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"437","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","66","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"438","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","84","Parameter 'countryName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"439","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","5","86","Found 'DU'-anomaly for variable 'stateList' (lines '86'-'110').","Controversial Rules","DataflowAnomalyAnalysis"
"440","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","86","Local variable 'stateList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"441","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","97","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"442","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","4","102","A throw statement in a finally block makes the control flow hard to understand.","Strict Exception Rules","DoNotThrowExceptionInFinally"
"443","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","112","Parameter 'companyRegno' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"444","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","5","120","Found 'DD'-anomaly for variable 'vendorName' (lines '120'-'123').","Controversial Rules","DataflowAnomalyAnalysis"
"445","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","5","120","Found 'DD'-anomaly for variable 'vendorType' (lines '120'-'124').","Controversial Rules","DataflowAnomalyAnalysis"
"446","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","5","123","Found 'DD'-anomaly for variable 'vendorName' (lines '123'-'123').","Controversial Rules","DataflowAnomalyAnalysis"
"447","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","5","124","Found 'DD'-anomaly for variable 'vendorType' (lines '124'-'124').","Controversial Rules","DataflowAnomalyAnalysis"
"448","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","5","128","Found 'DU'-anomaly for variable 'vendorTo' (lines '128'-'142').","Controversial Rules","DataflowAnomalyAnalysis"
"449","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","2","131","System.out.print is used","Java Logging Rules","SystemPrintln"
"450","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","4","133","A throw statement in a finally block makes the control flow hard to understand.","Strict Exception Rules","DoNotThrowExceptionInFinally"
"451","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","144","Parameter 'country' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"452","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","144","Parameter 'country_id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"453","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","146","Avoid unused local variables such as 'stateList'.","Unused Code Rules","UnusedLocalVariable"
"454","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","5","146","Found 'DU'-anomaly for variable 'stateList' (lines '146'-'170').","Controversial Rules","DataflowAnomalyAnalysis"
"455","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","5","147","Found 'DD'-anomaly for variable 'state' (lines '147'-'156').","Controversial Rules","DataflowAnomalyAnalysis"
"456","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","5","147","Found 'DU'-anomaly for variable 'state' (lines '147'-'170').","Controversial Rules","DataflowAnomalyAnalysis"
"457","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","5","156","Found 'DD'-anomaly for variable 'state' (lines '156'-'156').","Controversial Rules","DataflowAnomalyAnalysis"
"458","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","5","156","Found 'DU'-anomaly for variable 'state' (lines '156'-'170').","Controversial Rules","DataflowAnomalyAnalysis"
"459","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","4","161","A throw statement in a finally block makes the control flow hard to understand.","Strict Exception Rules","DoNotThrowExceptionInFinally"
"460","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","3","172","Parameter 'venRegTo' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"461","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","2","192","System.out.print is used","Java Logging Rules","SystemPrintln"
"462","com.bps.dao","src/com/bps/dao/RegisterVendorDAO.java","2","213","System.out.print is used","Java Logging Rules","SystemPrintln"
"463","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"464","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","15","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"465","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"466","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","16","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"467","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"468","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","18","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"469","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"470","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","19","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"471","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","21","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"472","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","32","Parameter 'vId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"473","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","33","A method/constructor shouldn't explicitly throw java.lang.Exception","Strict Exception Rules","SignatureDeclareThrowsException"
"474","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","33","A method/constructor shouldn't explicitly throw java.lang.Exception","Strict Exception Rules","SignatureDeclareThrowsException"
"475","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","5","35","Found 'DD'-anomaly for variable 'flag' (lines '35'-'58').","Controversial Rules","DataflowAnomalyAnalysis"
"476","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","5","35","Found 'DU'-anomaly for variable 'flag' (lines '35'-'73').","Controversial Rules","DataflowAnomalyAnalysis"
"477","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","5","39","Found 'DD'-anomaly for variable 'count' (lines '39'-'54').","Controversial Rules","DataflowAnomalyAnalysis"
"478","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","43","Avoid variables with short names like q1","Naming Rules","ShortVariable"
"479","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","43","Local variable 'q1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"480","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","46","Local variable 'pst1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"481","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","5","54","Found 'DD'-anomaly for variable 'count' (lines '54'-'54').","Controversial Rules","DataflowAnomalyAnalysis"
"482","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","5","58","Found 'DU'-anomaly for variable 'flag' (lines '58'-'73').","Controversial Rules","DataflowAnomalyAnalysis"
"483","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","75","A method/constructor shouldn't explicitly throw java.lang.Exception","Strict Exception Rules","SignatureDeclareThrowsException"
"484","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","75","A method/constructor shouldn't explicitly throw java.lang.Exception","Strict Exception Rules","SignatureDeclareThrowsException"
"485","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","75","Parameter 'vId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"486","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","78","Avoid variables with short names like to","Naming Rules","ShortVariable"
"487","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","78","Local variable 'to' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"488","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","83","Avoid variables with short names like q2","Naming Rules","ShortVariable"
"489","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","83","Local variable 'q2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"490","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","85","Local variable 'pst2' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"491","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","128","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"492","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","208","A method/constructor shouldn't explicitly throw java.lang.Exception","Strict Exception Rules","SignatureDeclareThrowsException"
"493","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","208","A method/constructor shouldn't explicitly throw java.lang.Exception","Strict Exception Rules","SignatureDeclareThrowsException"
"494","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","208","Avoid variables with short names like to","Naming Rules","ShortVariable"
"495","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","3","208","Parameter 'to' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"496","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","5","211","Found 'DD'-anomaly for variable 'flag' (lines '211'-'248').","Controversial Rules","DataflowAnomalyAnalysis"
"497","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","5","211","Found 'DU'-anomaly for variable 'flag' (lines '211'-'257').","Controversial Rules","DataflowAnomalyAnalysis"
"498","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","2","243","System.out.print is used","Java Logging Rules","SystemPrintln"
"499","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","2","245","System.out.print is used","Java Logging Rules","SystemPrintln"
"500","com.bps.dao","src/com/bps/dao/VendorUpdateDAO.java","5","248","Found 'DU'-anomaly for variable 'flag' (lines '248'-'257').","Controversial Rules","DataflowAnomalyAnalysis"
"501","com.bps.dbutil","src/com/bps/dbutil/DbUtil.java","3","10","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"502","com.bps.dbutil","src/com/bps/dbutil/DbUtil.java","3","14","Local variable 'driver' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"503","com.bps.exceptions","src/com/bps/exceptions/ApplicationException.java","3","8","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"504","com.bps.exceptions","src/com/bps/exceptions/ApplicationException.java","3","15","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"505","com.bps.exceptions","src/com/bps/exceptions/BusinessException.java","3","10","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"506","com.bps.exceptions","src/com/bps/exceptions/BusinessException.java","3","14","Parameter 'message' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"507","com.bps.exceptions","src/com/bps/exceptions/BusinessException.java","3","32","Parameter 'errorList' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"508","com.bps.exceptions","src/com/bps/exceptions/DatabaseOperationException.java","3","9","Parameter 'cause' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"509","com.bps.exceptions","src/com/bps/exceptions/DatabaseOperationException.java","3","17","Parameter 'throwable' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"510","com.bps.to","src/com/bps/to/AdminTO.java","3","4","Parameter 'password' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"511","com.bps.to","src/com/bps/to/AdminTO.java","3","4","Parameter 'username' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"512","com.bps.to","src/com/bps/to/AdminTO.java","3","14","Parameter 'username' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"513","com.bps.to","src/com/bps/to/AdminTO.java","3","20","Parameter 'password' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"514","com.bps.to","src/com/bps/to/AmountTO.java","3","10","Parameter 'amount' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"515","com.bps.to","src/com/bps/to/AmountTO.java","3","18","Parameter 'venName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"516","com.bps.to","src/com/bps/to/AmountTO.java","3","24","Parameter 'amount' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"517","com.bps.to","src/com/bps/to/AmountTO.java","3","24","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"518","com.bps.to","src/com/bps/to/BillPaymentTO.java","3","3","Too many fields","Code Size Rules","TooManyFields"
"519","com.bps.to","src/com/bps/to/BillPaymentTO.java","3","16","Avoid excessively long variable names like creditCardValidityMM","Naming Rules","LongVariable"
"520","com.bps.to","src/com/bps/to/BillPaymentTO.java","3","17","Avoid excessively long variable names like creditCardValidityYY","Naming Rules","LongVariable"
"521","com.bps.to","src/com/bps/to/BillPaymentTO.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"522","com.bps.to","src/com/bps/to/BillPaymentTO.java","3","27","Parameter 'customerid' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"523","com.bps.to","src/com/bps/to/BillPaymentTO.java","3","35","Parameter 'customerID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
